salary;age;elevel;car;zipcode;credit;brand
5.931.667.924;54;4;10;8;2.899.705.794;1
8.508.955.888;72;1;8;5;4.815.289.476;1
353.367.478;32;1;5;0;3.752.217.853;1
1.084.628.153;45;2;6;4;8.796.822.604;0
1.211.318.858;71;0;19;2;0;1
811.966.896;65;2;18;6;3.299.815.177;1
6.787.576.522;38;3;15;1;4.439.273.602;1
2.762.716.107;59;1;18;2;1.515.816.826;1
1.367.576.272;52;1;10;0;9.753.288.607;1
5.456.627.587;69;3;9;5;1.216.164.577;0
9.171.744.423;68;3;17;8;1.164.743.979;1
20000;26;3;8;7;3.792.302.134;1
122.044.618;21;3;18;8;930.822.883;1
1.339.014.545;60;2;20;3;4.433.846.463;1
5.702.039.466;28;4;15;3;1.383.368.685;0
8.731.657.937;36;1;8;4;2.633.534.296;0
1.371.910.351;51;2;6;2;4.400.014.649;1
1.440.128.364;55;1;9;1;9.636.538.476;1
1.487.493.045;42;1;9;5;5.151.322.754;1
3.729.869.034;48;3;1;3;3.616.797.451;1
131.878.578;67;1;4;7;1.537.091.467;1
1.330.053.065;50;0;15;5;2.317.925.324;1
484.908.432;35;0;2;2;2.599.749.555;1
1.281.457.246;41;3;9;5;8.052.615.158;1
8.002.300.212;31;0;3;5;4.341.589.749;0
96.214.381;33;3;16;3;2.486.423.539;1
1.133.135.874;50;3;6;1;474.860.728;0
2.795.284.383;39;1;6;3;2.416.529.529;1
4.998.489.805;44;3;15;6;1.741.624.217;1
8.458.947.366;27;3;16;0;2.570.753.316;0
5.011.815.853;47;0;6;0;3.930.811.606;1
1.455.722.867;36;1;5;7;4.450.384.517;1
7.220.898.241;69;2;10;2;4.594.493.856;0
5.150.251.187;70;4;4;8;3.678.281.077;0
5.980.042.133;52;3;7;7;1.990.873.041;1
9.703.967.504;54;0;17;6;2.279.302.748;0
1.305.494.676;28;4;2;5;1.536.878.624;1
9.644.480.366;35;4;18;1;2.988.506.827;1
2.280.304.176;69;2;12;1;3.331.656.095;0
3.624.763.571;34;4;13;2;4.344.351.548;1
3.211.580.542;35;0;14;2;1.857.040.626;1
3.895.385.821;22;4;6;1;7.761.321.727;1
8.055.914.273;36;2;11;7;2.736.273.149;0
1.046.085.453;68;4;8;6;228.714.923;1
9.794.511.938;26;4;18;3;3.658.771.862;0
5.517.813.648;63;3;11;6;361.541.966;0
612.450.071;55;4;16;0;3.720.449.647;1
3.717.573.211;46;3;2;3;298.798.993;1
115.940.332;77;3;16;7;2.831.328.241;1
5.929.004.423;76;1;14;7;327.959.882;0
1.326.485.219;34;2;19;0;2.705.603.872;1
9.203.554.832;66;3;15;2;4.058.347.129;1
5.300.805.611;73;2;9;6;2.426.544.403;0
5.356.957.829;24;3;1;3;2.546.323.691;0
3.890.101.066;63;2;18;3;1.711.252.499;0
1.149.251.703;31;1;6;6;3.299.952.201;1
6.997.384.603;56;2;11;6;3.570.283.596;1
1.225.270.942;71;0;4;8;4.447.027.416;1
2.190.303.886;64;2;1;3;3.002.916.517;1
1.168.894.478;50;2;2;5;1.017.400.667;0
1.162.349.964;54;1;18;5;1.808.487.529;0
7.724.991.453;55;2;13;5;1.600.601.971;0
1.440.837.597;80;3;12;2;3.384.265.524;1
7.428.846.871;52;3;7;8;2.438.298.556;0
1.362.779.699;78;3;20;8;1.166.680.978;1
8.496.458.598;50;2;2;0;4.400.658.477;0
8.121.944.825;53;0;16;0;4.774.842.393;0
8.089.295.189;58;1;16;4;2.918.987.728;0
1.381.144.359;25;3;14;8;2.122.031.537;1
674.111.944;75;3;5;4;7.131.768.816;0
1.333.955.586;28;0;4;0;3.034.119.693;1
9.327.765.964;32;0;11;2;1.967.804.374;0
1.336.433.883;41;2;5;6;2.318.728.224;1
3.097.014.734;66;4;18;1;307.959.167;0
5.313.311.138;59;3;13;2;2.734.714.926;0
1.063.898.201;40;4;5;6;1.221.748.984;0
1.352.621.029;29;2;16;4;2.841.367.951;1
1.211.322.081;22;1;8;8;3.038.787.087;1
1.125.670.314;25;0;13;2;3.014.664.939;1
1.252.433.512;64;1;15;7;4.651.940.106;1
9.285.796.969;59;4;8;7;301.132.802;1
1.128.768.077;30;1;19;1;8.854.156.672;1
1.490.491.023;64;4;2;5;3.126.542.218;1
6.719.359.796;66;4;16;6;4.231.250.988;0
1.253.833.215;68;4;5;3;4.731.402.713;1
3.482.294.037;56;3;7;7;3.985.854.634;1
6.882.744.582;51;3;3;8;4.418.051.398;1
9.589.353.057;79;1;18;2;4.660.890.919;1
1.410.533.131;62;0;19;2;2.245.008.067;1
1.405.557.604;69;1;15;6;4.000.336.762;1
8.303.906.378;34;2;4;2;223.092.545;0
5.871.580.906;39;0;13;5;4.601.238.914;0
6.332.827.965;53;1;18;4;1.886.072.792;1
1.260.652.677;48;4;10;2;3.446.193.487;0
1.021.286.963;59;0;13;0;2.185.311.368;0
1.454.741.838;29;1;9;8;967.640.305;1
7.234.727.463;72;3;14;4;2.580.783.148;0
20000;77;2;14;8;110.739.565;1
2.021.881.605;67;2;9;6;1.361.495.057;1
8.246.629.783;20;3;1;8;9.320.830.572;0
1.088.682.521;31;2;17;5;4.650.909.947;1
2.239.463.512;41;2;10;7;1.585.928.504;1
7.041.368.881;41;0;13;8;3.395.308.633;1
7.507.853.652;62;3;1;0;2.813.432.053;1
9.225.780.601;69;4;5;0;1.387.955.931;1
1.142.703.791;20;1;10;8;4.275.660.328;1
5.062.536.224;77;0;10;0;2.848.276.357;0
134.749.676;26;2;2;6;1.048.703.107;1
1.329.056.146;25;1;3;1;1.525.241.107;1
20000;71;0;19;1;4.714.544.736;1
1.174.490.895;20;4;1;8;3.902.024.095;1
3.834.894.844;56;0;2;7;3.843.092.856;1
6.754.924.905;62;1;14;5;3.384.789.715;0
6.209.023.552;47;1;15;1;9.340.096.989;1
1.082.542.826;37;1;6;1;3.636.893.264;1
150000;25;3;19;1;3.286.769.556;1
5.454.732.431;22;1;17;8;3.261.331.358;0
5.101.323.361;64;4;20;0;8.312.319.824;0
8.331.439.233;40;3;13;3;3.104.212.425;0
1.151.954.308;70;4;12;8;4.129.169.296;1
1.148.502.717;70;2;20;7;344.571.654;1
1.138.991.329;69;3;5;0;3.202.435.216;1
4.418.534.434;77;0;9;1;4.187.509.522;0
8.963.202.699;78;0;5;0;174.928.709;1
6.533.151.119;32;2;15;6;4.409.115.083;0
1.432.036.482;41;3;9;1;3.156.070.988;1
4.391.816.653;21;4;19;0;1.168.829.696;1
553.549.627;27;1;11;1;1.319.007.955;0
7.227.182.463;57;1;10;8;3.171.491.828;0
269.313.524;49;3;19;7;6.157.975.063;1
1.232.062.625;28;4;11;5;5.196.401.008;1
1.242.424.812;38;4;20;1;458.579.134;1
1.396.672.703;74;1;14;4;1.983.844.483;1
3.184.187.943;45;4;8;3;4.149.017.875;1
1.102.634.512;49;3;17;4;4.423.326.587;0
1.252.780.739;78;0;9;3;9.540.148.887;1
2.072.611.481;27;2;12;5;1.995.272.981;1
221.636.755;36;4;16;0;3.227.071.661;1
9.645.292.341;33;0;4;3;3.313.005.803;0
8.908.778.482;27;0;13;6;4.167.405.992;0
7.712.116.967;21;0;4;3;483.454.272;0
8.788.284.193;64;0;5;8;234.608.603;1
1.411.031.587;76;2;4;1;6.867.316.276;1
1.431.242.611;74;4;4;8;284.112.802;1
3.443.079.152;69;3;19;1;2.611.033.926;0
1.425.859.842;29;3;6;8;626.920.306;1
1.076.597.189;54;4;7;8;1.108.462.107;0
6.277.620.914;43;4;19;6;2.250.851.737;1
4.301.244.529;61;0;5;0;555.797.139;0
1.388.288.724;67;0;2;7;1.122.050.494;1
7.071.697.607;49;2;2;5;2.814.470.356;1
1.379.651.818;80;0;17;4;1.170.425.713;1
2.285.354.322;74;2;12;5;1.164.689.079;1
5.557.785.748;62;0;15;7;6.016.746.063;0
1.172.784.412;48;3;3;4;1.314.075.631;0
1.470.434.043;21;4;6;3;3.441.655.881;1
4.455.113.446;72;3;12;8;2.160.176.322;0
7.484.239.939;34;2;13;6;1.832.295.908;0
6.489.033.387;52;1;11;4;4.794.172.621;1
1.227.888.028;51;2;4;8;3.177.281.193;0
20000;25;2;15;2;2.318.041.718;1
1.430.276.578;62;3;1;2;2.114.033.379;1
9.196.142.805;36;3;13;2;3.959.951.749;0
9.744.331.396;75;1;17;7;2.034.060.885;1
9.664.072.623;41;0;9;1;20.847.524;0
3.366.372.999;50;2;14;0;7.425.274.261;1
150000;40;4;11;2;1.535.540.478;1
5.668.825.718;42;0;13;0;1.027.797.171;1
418.752.069;46;2;7;5;3.921.260.841;1
1.231.760.401;78;2;18;2;4.156.762.806;1
7.430.462.769;27;1;4;6;4.361.145.051;0
9.365.771.258;55;2;5;8;1.011.504.775;0
1.307.142.124;24;3;16;7;1.658.229.714;1
1.144.069.236;26;3;2;1;167.283.157;1
5.123.679.979;71;0;19;5;2.301.828.955;0
8.937.165.039;49;1;15;2;1.425.212.698;0
9.988.511.589;65;4;6;1;2.304.285.109;1
1.139.293.439;61;1;12;0;1.937.247.426;0
443.204.796;52;1;6;7;9.454.220.868;1
237.551.394;50;4;3;0;1.371.014.528;1
9.544.708.802;75;2;7;2;9.179.716.029;1
4.101.831.724;69;0;10;0;4.688.375.232;0
8.300.914.572;28;3;4;4;2.905.884.231;0
8.028.886.654;27;0;13;7;3.212.577.874;0
8.674.206.031;59;4;16;5;4.328.991.278;0
7.025.148.563;24;1;4;7;4.090.409.993;0
1.188.890.423;70;4;7;5;2.158.095.533;1
8.129.960.944;59;4;17;5;4.198.181.244;0
932.512.591;69;3;3;8;1.385.735.802;1
1.317.525.628;62;1;2;8;437.647.341;1
7.894.735.079;30;3;9;7;4.137.218.321;0
1.339.429.748;75;2;3;1;4.252.678.525;1
9.783.529.881;76;0;20;0;2.643.316.296;1
4.141.170.587;51;3;11;4;3.743.777.703;1
2.830.823.943;63;2;18;4;4.973.566.384;1
530.360.956;31;0;6;2;1.102.521.944;1
9.115.151.517;64;2;2;4;1.323.445.229;1
1.119.606.149;64;1;12;1;2.030.204.975;1
1.171.625.333;58;4;11;4;4.079.391.988;0
3.565.748.719;69;4;15;5;1.464.125.287;0
7.789.487.809;32;2;4;3;3.379.192.787;0
772.272.153;45;2;17;2;3.826.713.775;1
9.777.267.824;42;2;9;6;3.627.558.484;0
5.067.469.282;37;2;4;3;1.698.878.838;1
1.075.166.888;80;4;10;6;6.067.145.909;1
5.498.156.312;75;3;1;5;3.734.591.011;0
4.192.500.768;58;2;10;2;2.695.207.744;1
1.151.171.132;73;1;6;6;3.877.951.818;1
20000;72;3;14;4;4.540.305.445;1
452.493.182;76;1;19;7;6.374.784.888;0
8.897.495.706;38;2;6;6;100.079.095;0
1.182.666.297;78;0;3;3;4.297.273.861;1
7.393.413.845;24;0;20;4;1.264.001.352;0
1.328.278.624;38;2;8;4;2.737.724.115;1
1.345.303.536;71;2;13;3;3.129.839.245;1
1.122.153.115;58;2;6;6;4.364.150.256;0
1.318.231.984;72;0;8;5;1.461.892.534;1
1.309.115.668;20;1;13;3;8.002.476.211;1
744.527.415;77;1;14;7;1.531.344.025;1
2.721.547.742;37;3;14;0;4.362.799.542;1
2.034.564.346;80;3;17;7;393.346.685;0
4.790.745.801;73;4;10;4;1.371.182.998;0
1.160.732.984;24;4;14;8;3.208.451.913;1
1.052.575.013;40;3;11;8;5.708.943.898;0
1.291.225.333;43;4;16;5;7.222.174.898;1
1.105.672.323;55;2;18;0;3.550.992.765;0
2.918.497.299;22;3;1;3;7.592.223.486;1
8.302.618.931;69;0;19;1;6.833.380.894;1
1.166.042.431;25;3;2;4;3.523.830.432;1
1.112.672.562;65;2;2;7;3.853.658.238;1
7.393.666.781;62;2;8;1;4.029.775.735;0
1.449.873.334;34;3;8;0;3.843.993.098;1
1.135.371.611;40;3;10;6;424539.18;0
8.916.752.383;74;2;5;1;5.678.000.856;1
9.745.215.069;40;2;2;8;1.772.713.434;1
9.450.156.891;71;0;6;4;4.681.096.406;1
5.613.948.125;68;3;16;3;1.945.200.593;0
6.492.657.975;40;2;20;1;1.687.031.488;0
1.375.761.968;50;4;15;3;2.000.273.494;1
7.263.859.401;60;2;7;5;9.765.733.355;0
5.362.107.782;36;2;19;7;2.356.767.134;1
9.527.100.399;28;0;19;0;2.117.545.469;0
8.400.655.349;20;3;8;5;2.521.388.515;0
9.652.152.528;31;0;11;2;4.709.257.743;1
943.837.604;72;0;13;6;8.395.931.256;1
1.089.490.158;49;3;13;7;3.621.236.063;0
1.035.367.524;58;2;17;6;7.753.994.137;0
8.432.499.748;72;4;14;4;7.665.746.055;1
5.818.784.309;74;2;16;7;2.866.726.413;0
1.112.347.186;66;2;20;4;3.179.458.424;1
9.992.125.486;44;2;7;1;2.524.887.275;0
1.360.267.217;20;4;17;5;500000;1
3.214.325.276;46;4;15;5;3.935.789.487;1
8.832.978.091;39;1;16;6;4.763.197.951;0
6.848.435.232;65;2;19;4;4.098.082.537;0
4.904.201.271;57;4;2;6;4.558.487.108;1
2.400.593.888;50;4;14;6;3.300.614.118;1
7.481.539.244;55;1;3;8;2.587.539.833;0
5.113.070.018;77;1;18;1;2.736.866.013;0
1.373.832.999;30;2;15;0;1.736.607.618;1
1.168.466.316;79;2;18;5;4.369.607.774;1
1.191.925.941;73;1;17;6;4.795.072.113;1
5.987.111.473;38;0;5;3;8.357.661.532;0
50.079.642;35;0;2;3;2.124.469.198;1
5.437.398.118;45;1;5;0;3.798.664.018;1
1.377.354.133;54;4;5;6;212.791.114;1
408.349.012;28;3;8;2;3.455.442.079;1
129.603.157;46;0;6;6;4.270.971.122;1
9.468.781.361;53;3;7;3;3.501.897.412;0
5.444.425.856;38;0;4;5;2.850.418.253;0
8.828.928.072;25;2;15;6;2.348.029.075;0
5.984.475.124;24;3;10;6;4.794.332.592;0
1.195.938.781;32;0;14;5;4.296.323.223;1
7.112.048.768;64;4;1;8;5.909.972.395;0
6.809.900.388;30;0;11;1;3.261.854.085;0
6.448.005.226;70;2;19;1;4.971.872.267;0
4.456.977.214;48;2;16;8;4.001.501.838;1
3.350.734.618;66;0;9;5;3.379.597.319;0
1.130.987.843;77;4;2;0;6.419.141.188;1
5.588.991.013;68;0;6;4;1.602.013.726;0
8.600.862.665;66;1;15;7;4.029.783.687;1
7.324.152.606;75;0;1;8;2.574.732.186;0
1.432.895.529;78;0;17;7;4.987.185.075;1
1.392.244.737;31;0;4;3;2.738.542.796;1
9.487.251.695;46;3;17;0;163354.96;0
3.692.151.492;45;1;3;3;4.356.187.653;1
1.420.266.598;48;0;15;8;1.136.152.179;1
1.052.845.817;44;3;10;3;2.045.343.775;0
1.094.021.159;32;4;19;7;2.464.596.938;1
8.114.806.492;79;1;18;2;1.150.708.492;1
1.318.606.394;43;0;16;1;2.783.514.045;1
9.983.776.707;28;0;1;6;3.701.974.782;1
1.049.104.546;47;3;4;5;4.545.563.515;0
6.303.502.175;50;1;10;1;4.867.413.009;1
3.975.502.268;42;2;4;8;1.190.722.362;1
1.476.449.163;33;1;16;8;2.355.822.303;1
3.686.296.422;29;4;13;4;2.398.180.036;1
4.629.889.423;61;4;2;1;122.891.137;0
9.092.804.652;62;3;16;5;500000;1
1.098.357.126;74;4;14;2;3.354.394.909;1
7.216.022.694;80;3;18;6;434.942.004;0
877.124.127;34;0;11;2;412.239.145;0
1.343.478.464;68;4;14;7;2.740.250.525;1
9.473.164.783;58;0;2;2;1.805.717.593;0
2.523.576.701;75;4;7;8;4.069.597.989;0
7.976.229.581;67;0;20;0;3.717.735.272;1
1.046.160.633;41;4;4;8;2.294.274.824;0
5.578.614.843;60;0;19;2;4.983.640.152;0
1.013.356.329;56;0;16;5;3.948.078.318;0
2.411.527.687;22;0;7;3;2.005.457.141;1
8.491.691.819;35;3;18;1;3.050.421.609;0
1.109.940.144;56;2;5;6;1.913.454.629;0
582.198.425;33;1;1;0;1.120.745.859;0
6.137.721.933;34;1;13;7;1.625.520.697;0
1.100.119.724;45;3;6;3;3.236.796.039;0
1.202.540.604;35;0;16;8;2.744.031.362;1
1.140.688.402;54;2;19;1;9.892.140.406;0
6.477.464.415;52;1;4;0;3.596.169.888;1
5.209.483.059;61;1;5;6;4.837.514.649;0
9.701.190.873;73;2;6;7;3.371.175.584;1
4.255.439.747;70;1;6;5;1.029.288.463;0
135831.83;25;3;4;8;1.717.267.928;1
135.136.119;45;2;7;8;3.223.631.317;1
8.780.347.595;50;3;6;7;2.437.006.838;0
1.421.525.374;41;2;9;5;3.680.511.385;1
5.920.114.664;25;0;15;6;1.299.032.138;0
788.427.771;74;0;6;0;2.385.646.937;1
2.197.124.363;80;4;3;1;1.004.217.136;0
4.551.446.806;37;3;17;6;3.089.460.733;1
4.528.510.418;25;1;18;8;3.568.900.121;1
4.134.807.192;41;3;6;4;1.401.212.797;1
7.321.863.802;23;1;9;4;1.167.905.671;0
5.425.933.553;51;2;16;8;392.575.248;1
1.296.023.288;71;3;6;6;1.038.767.874;1
137.997.592;27;2;18;4;3.610.732.847;1
9.815.817.641;66;4;5;2;4.707.591.131;1
3.606.954.405;22;4;3;1;1.616.414.986;1
431.173.909;28;4;15;1;1.277.269.687;1
1.091.730.174;23;1;1;5;4.349.850.836;1
1.185.454.728;37;2;12;6;3.339.298.992;1
2.327.103.134;24;2;9;8;3.359.658.513;1
7.477.251.705;49;0;7;8;4.800.535.667;1
1.259.763.092;40;0;17;4;3.784.736.805;1
1.474.683.665;29;0;20;1;4.060.354.098;1
1.375.319.341;53;1;10;0;2.442.884.076;1
9.220.976.993;49;0;12;4;2.582.301.463;0
431.265.138;66;0;9;4;3.518.661.815;0
1.344.443.304;40;3;11;1;2.527.349.424;1
1.429.567.202;24;3;2;8;381.053.869;1
7.714.183.784;43;2;14;7;3.919.267.875;0
6.678.559.276;20;2;17;4;1.599.742.274;0
8.284.178.822;55;1;18;3;3.010.235.386;0
7.684.920.308;34;1;2;8;8.627.651.993;0
4.284.101.798;50;0;5;3;8.986.722.675;1
5.837.964.397;62;0;18;3;2.567.839.902;0
7.554.776.133;79;0;16;7;1.897.105.609;1
4.084.025.707;53;4;16;1;4.319.061.384;1
5.597.062.895;42;4;16;6;2.824.621.834;1
533.312.761;33;0;20;7;1.055.957.572;0
1.350.161.611;62;4;3;0;531.239.402;1
1.293.730.967;48;0;11;8;460.026.144;1
6.196.038.995;26;2;8;7;441.708.013;0
1.351.685.477;27;1;2;5;4.320.949.038;1
8.389.752.806;22;1;6;4;2.886.004.679;0
1.328.009.865;51;1;17;7;1.176.107.358;1
6.326.318.797;28;2;14;2;2.408.028.078;0
7.296.758.087;25;0;12;4;2.907.959.564;0
1.288.909.982;63;4;2;4;1.152.681.427;1
6.190.957.094;53;1;11;0;2.866.721.219;1
8.468.244.085;26;3;7;2;2.260.601.544;0
1.430.808.485;43;4;6;3;1.858.345.306;1
1.000.900.798;34;2;6;7;2.081.039.292;0
9.176.473.038;73;3;15;0;1.219.320.103;1
2.237.887.915;38;4;1;8;3.763.424.848;1
1.250.928.226;62;1;7;4;1.156.898.827;1
612.775.187;34;4;8;6;4.222.893.311;0
4.983.696.679;29;4;11;0;4.354.272.491;1
1.123.746.831;60;0;5;6;3.085.614.118;0
6.285.862.681;78;1;16;5;2.015.815.107;0
28039.96;24;4;4;8;2.709.509.548;1
2.925.078.989;58;4;18;0;2.244.136.424;1
8.491.920.083;38;0;1;6;1.854.984.649;0
1.074.129.193;28;0;12;1;1.542.508.306;1
1.138.988.172;62;3;16;3;1.087.894.058;1
1.311.211.486;41;0;19;7;285.491.506;1
5.235.610.367;48;1;4;8;3.218.690.381;1
143.243.276;46;3;11;6;500000;1
7.389.080.934;74;2;18;1;3.279.089.073;0
1.349.321.884;80;3;1;3;1.705.822.825;1
5.229.890.016;64;3;7;0;2.066.031.481;0
3.809.651.307;72;3;13;1;3.317.769.007;0
8.570.582.077;44;3;4;1;9.045.304.815;0
5.232.162.437;49;0;13;6;3.937.812.337;1
1.052.585.741;62;3;16;6;70.121.419;1
5.167.637.889;59;4;18;1;1.162.439.088;0
8.589.365.948;32;0;3;6;1.816.562.189;0
9.376.895.176;72;0;6;6;5.052.790.524;1
1.181.885.986;71;2;4;1;5.081.245.982;1
2.174.617.831;44;4;6;7;6.340.857.113;1
2.805.454.783;74;4;15;6;3.611.518.823;0
1.065.994.738;71;0;19;0;4.795.635.506;1
7.413.168.953;64;2;10;3;4.877.698.166;1
6.029.310.512;37;2;15;7;2.183.021.754;0
89.231.671;40;2;20;2;4.164.695.787;0
9.070.294.307;22;4;5;2;2.795.596.743;0
7.775.050.949;47;0;3;0;2.061.937.078;0
6.142.257.388;50;2;4;6;288.826.913;1
1.270.018.488;29;4;12;3;293.004.299;1
5.298.935.674;25;0;11;8;2.569.358.553;0
1.076.190.525;35;2;6;8;2.806.484.352;1
836.535.977;42;3;7;2;2.537.653.503;0
7.890.295.386;62;3;1;4;485.067.703;1
2.828.691.424;30;1;5;4;1.422.537.101;1
4.536.784.883;39;0;4;7;4.238.296.201;0
3.720.294.614;29;3;8;6;1.937.205.024;1
134.871.132;58;3;8;0;4.003.227.621;1
4.910.440.507;62;1;17;2;246.223.353;0
1.355.937.553;69;1;15;8;4.147.247.899;1
4.057.225.888;27;2;15;8;0;1
6.456.653.681;29;2;12;6;1.999.771.053;0
7.659.514.855;49;1;14;8;3.996.060.574;1
7.961.694.178;31;4;4;6;2.292.046.879;0
1.120.707.227;32;0;20;2;3.834.129.859;1
9.350.770.394;44;4;16;6;1.235.889.778;0
150000;75;0;4;7;4.679.729.992;1
8.686.769.431;24;0;10;8;2.435.340.628;0
3.323.568.533;74;3;5;6;2.669.362.503;0
1.026.016.018;20;2;10;7;9.923.081.728;1
1.178.947.259;50;0;20;5;458.759.478;0
7.655.148.193;30;3;15;3;4.862.290.018;0
1.045.415.276;31;0;13;0;3.886.429.347;1
2.709.706.206;38;1;16;2;3.383.412.089;1
6.472.423.281;23;3;13;8;6.139.593.995;0
1.368.566.762;36;4;15;2;321.929.736;1
1.188.116.386;33;1;5;3;2.871.442.183;1
9.716.292.133;43;2;5;6;4.655.290.744;0
7.752.335.916;56;0;14;0;3.668.660.579;0
63.799.419;64;1;10;4;2.629.273.847;0
20000;42;0;9;4;2.503.795.194;1
418.010.846;59;1;8;0;1.411.701.487;1
8.338.580.347;58;2;10;6;1.950.354.321;1
1.368.487.121;44;1;10;7;3.862.575.634;1
1.089.728.067;48;1;1;2;4.356.133.486;0
5.044.496.024;57;1;17;2;4.806.120.104;0
1.335.005.635;50;3;2;3;6.466.280.911;1
828.826.028;72;3;5;8;1.674.620.901;1
5.108.073.439;31;1;1;5;3.417.404.845;1
4.916.884.483;80;3;1;7;4.728.870.209;0
1.022.366.413;29;4;15;1;2.848.831.906;0
1.131.657.516;60;4;3;6;3.182.730.879;0
4.032.866.319;60;2;6;4;2.409.689.181;1
1.000.143.953;41;0;12;1;7.701.762.248;0
3.388.971.179;27;0;1;0;3.019.488.052;1
20000;47;1;1;4;3.085.324.339;1
1.293.760.879;59;1;15;2;5.214.282.364;1
1.010.901.589;27;3;18;1;0;0
1.297.771.342;59;1;4;4;1.805.006.323;1
459.915.068;22;4;9;2;5.084.096.666;1
6.307.713.127;51;4;9;3;3.318.696.653;1
3.687.788.787;41;2;14;8;500000;1
3.763.412.783;20;1;11;4;4.721.228.722;1
1.142.918.848;52;3;1;2;3.995.677.123;0
8.260.318.838;24;1;10;1;2.815.071.552;0
1.110.177.616;59;0;5;8;6.912.127.408;0
8.668.059.856;52;1;16;6;8.538.178.327;0
20000;59;3;16;2;455.873.979;1
1.266.160.069;25;2;7;3;5.574.423.774;1
1.039.970.792;51;1;13;7;4.204.474.751;0
1.138.727.484;45;1;16;3;453.704.525;0
9.469.385.049;52;3;15;7;2.622.820.845;0
1.403.405.835;71;0;17;4;1.160.638.649;1
6.058.426.023;69;4;15;1;3.913.834.658;0
7.435.937.273;25;0;2;7;8.277.808.097;0
2.481.605.681;78;4;13;2;3.870.958.803;1
3.733.397.839;35;4;17;2;2.767.952.043;1
1.165.079.862;32;4;19;1;4.740.411.583;1
7.500.345.477;42;1;4;7;4.911.976.794;1
149.847.266;23;2;8;2;3.377.468.457;1
4.939.984.678;68;4;8;8;3.703.624.689;0
6.268.489.144;61;0;4;7;3.532.326.016;1
2.486.180.553;66;4;15;4;4.699.855.582;1
770.332.246;39;1;3;4;6.589.978.861;1
1.249.207.956;46;2;14;2;2.407.273.154;1
1.340.989.914;73;1;6;6;1.426.835.051;1
1.166.073.175;75;1;18;7;4.378.187.875;1
131.652.837;51;3;17;8;1.447.003.398;1
7.668.171.044;71;4;13;5;2.825.932.723;1
7.276.391.107;33;3;20;2;2.534.982.132;0
577.528.241;65;2;1;8;4.255.193.808;0
388.486.438;40;1;11;8;3.304.826.035;1
3.578.133.818;64;1;14;4;6.619.990.123;0
1.388.958.029;48;4;13;5;3.028.311.022;1
2.552.280.927;60;3;7;1;452.247.518;0
3.239.936.033;28;3;17;4;2.243.699.309;1
4.127.351.912;44;1;18;6;4.920.970.755;1
3.479.947.063;68;4;8;1;2.491.775.841;0
1.402.064.121;70;0;7;0;4.882.080.408;1
1.049.368.364;25;2;1;4;4.507.167.578;1
3.214.838.404;43;4;9;4;4.780.802.429;1
6.378.606.721;22;4;5;5;1.507.008.379;0
2.295.218.937;41;0;18;3;4.265.756.851;1
1.350.404.454;73;2;3;8;3.187.355.591;1
5.877.492.559;42;2;8;0;466.650.396;1
2.411.598.481;46;1;14;0;2.726.851.177;1
9.821.381.665;72;2;14;7;346.710.777;1
7.586.921.694;36;3;6;6;3.065.469.293;0
5.555.624.603;40;1;11;5;759.833.563;0
120.476.402;76;4;10;3;4.054.034.774;1
1.456.453.529;30;3;16;8;2.800.359.916;1
1.166.383.356;22;4;6;2;2.727.775.859;1
2.623.313.493;46;0;18;6;3.097.871.639;1
4.401.924.004;51;4;6;6;7.232.887.707;1
6.844.225.799;51;2;5;1;2.426.693.045;1
3.268.551.024;66;2;17;1;1.284.796.056;0
6.758.768.051;22;2;1;7;236.066.433;0
1.142.735.525;62;0;15;1;4.197.824.887;1
2.722.938.855;27;3;8;8;1.214.316.361;1
771.072.952;36;4;14;4;4.642.561.581;0
6.816.547.776;46;4;4;0;3.958.676.675;1
1.133.094.532;63;1;12;3;1.473.819.318;1
6.131.443.996;37;4;2;8;2.113.227.373;0
1.192.053.899;38;3;8;3;2.634.763.768;1
1.402.759.457;80;0;10;2;3.311.148.673;1
9.246.261.389;64;3;3;7;2.384.623.159;1
1.223.971.821;78;4;3;1;262.806.511;1
4.925.856.863;23;1;4;0;3.050.529.687;0
1.186.364.831;44;4;17;7;1.707.765.146;0
3.205.336.659;38;0;5;2;2.529.274.664;1
5.210.522.278;20;4;20;3;3.754.993.656;1
1.044.287.746;78;2;4;1;4.087.013.492;1
265.715.952;57;3;8;1;1.109.241.247;1
1.080.943.417;64;2;9;3;4.346.584.934;1
6.437.600.906;52;0;15;4;4.434.298.799;1
1.086.604.279;80;2;4;8;1.158.856.067;1
1.450.090.227;55;1;7;7;4.738.069.294;1
1.020.160.616;63;3;5;4;1.174.166.082;1
301.259.038;43;3;9;3;1.769.143.942;1
4.708.620.488;38;0;8;6;309.719.858;0
3.818.368.137;44;3;14;4;2.091.205.063;1
1.180.804.336;64;1;3;3;1.819.394.037;1
5.661.431.802;39;1;16;0;1.964.320.274;0
1.017.890.973;33;2;17;7;4.516.389.275;1
4.954.374.861;68;1;20;7;1.237.750.834;0
1.390.320.593;80;2;20;7;8.885.699.319;1
1.236.036.391;56;0;18;0;257.968.407;0
1.052.237.508;51;0;14;3;2.940.638.351;0
7.299.090.443;64;2;6;6;1.852.406.413;0
1.426.906.913;46;0;10;6;3.284.484.388;1
1.118.760.232;50;3;3;2;1.566.776.499;0
